Name,Display Name,Description,NRT Colors,NRT sizes,Parent,BREEZEMAX ACTIVE,On Hand,On Order,Store Description,Store Display Name,Image Name
ACN : ACN-Nat.--  S,Adult 75/25 Crewneck Sweatshirt,,Natural,Small,ACN,Yes,261,500,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Natural
ACN : ACN-Nat.-- M,Adult 75/25 Crewneck Sweatshirt,,Natural,Medium,ACN,Yes,366,500,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Natural
ACN : ACN-Nat.-L,Adult 75/25 Crewneck Sweatshirt,,Natural,Large,ACN,Yes,357,500,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Natural
ACN : ACN-Nat.-XL,Adult 75/25 Crewneck Sweatshirt,,Natural,XL,ACN,Yes,264,500,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Natural
ACN : ACN-Nat.-XXL,Adult 75/25 Crewneck Sweatshirt,,Natural,XXL,ACN,Yes,120,400,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Natural
ACN : ACN-Navy--  EXS,Adult 75/25 Crewneck Sweatshirt,,Navy, Extra Small,ACN,Yes,460,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Navy
ACN : ACN-Navy--  S,Adult 75/25 Crewneck Sweatshirt,,Navy,Small,ACN,Yes,1260,300,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Navy
ACN : ACN-Navy-- M,Adult 75/25 Crewneck Sweatshirt,,Navy,Medium,ACN,Yes,1165,713,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Navy
ACN : ACN-Navy-L,Adult 75/25 Crewneck Sweatshirt,,Navy,Large,ACN,Yes,890,1016,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Navy
ACN : ACN-Navy-XL,Adult 75/25 Crewneck Sweatshirt,,Navy,XL,ACN,Yes,1292,20,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Navy
ACN : ACN-Navy-XXL,Adult 75/25 Crewneck Sweatshirt,,Navy,XXL,ACN,Yes,611,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Navy
ACN : ACN-Navy-XXXL,Adult 75/25 Crewneck Sweatshirt,,Navy,XXXL,ACN,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Navy
ACN : ACN-Oat--  S,Adult 75/25 Crewneck Sweatshirt,,Oatmeal,Small,ACN,Yes,892,3100,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Oatmeal
ACN : ACN-Oat-- M,Adult 75/25 Crewneck Sweatshirt,,Oatmeal,Medium,ACN,Yes,917,3600,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Oatmeal
ACN : ACN-Oat-L,Adult 75/25 Crewneck Sweatshirt,,Oatmeal,Large,ACN,Yes,1211,2916,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Oatmeal
ACN : ACN-Oat-XL,Adult 75/25 Crewneck Sweatshirt,,Oatmeal,XL,ACN,Yes,1338,1400,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Oatmeal
ACN : ACN-Oat-XXL,Adult 75/25 Crewneck Sweatshirt,,Oatmeal,XXL,ACN,Yes,724,400,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Oatmeal
ACN : ACN-R.Blue--  S,Adult 75/25 Crewneck Sweatshirt,,Royal Blue,Small,ACN,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Royal Blue
ACN : ACN-R.Blue-- M,Adult 75/25 Crewneck Sweatshirt,,Royal Blue,Medium,ACN,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Royal Blue
ACN : ACN-R.Blue-L,Adult 75/25 Crewneck Sweatshirt,,Royal Blue,Large,ACN,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Royal Blue
ACN : ACN-R.Blue-XL,Adult 75/25 Crewneck Sweatshirt,,Royal Blue,XL,ACN,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Royal Blue
ACN : ACN-R.Blue-XXL,Adult 75/25 Crewneck Sweatshirt,,Royal Blue,XXL,ACN,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Royal Blue
ACN : ACN-Red--  S,Adult 75/25 Crewneck Sweatshirt,,Red,Small,ACN,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Red
ACN : ACN-Red-- M,Adult 75/25 Crewneck Sweatshirt,,Red,Medium,ACN,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Red
ACN : ACN-Red-L,Adult 75/25 Crewneck Sweatshirt,,Red,Large,ACN,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Red
ACN : ACN-Red-XL,Adult 75/25 Crewneck Sweatshirt,,Red,XL,ACN,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Red
ACN : ACN-Red-XXL,Adult 75/25 Crewneck Sweatshirt,,Red,XXL,ACN,Yes,,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Red
ACN : ACN-S.Grey--  EXS,Adult 75/25 Crewneck Sweatshirt,,Sports Grey, Extra Small,ACN,Yes,463,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Sports Grey
ACN : ACN-S.Grey--  S,Adult 75/25 Crewneck Sweatshirt,,Sports Grey,Small,ACN,Yes,1319,1700,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Sports Grey
ACN : ACN-S.Grey-- M,Adult 75/25 Crewneck Sweatshirt,,Sports Grey,Medium,ACN,Yes,1302,2200,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Adult Basic Crewneck,ACN_Sports Grey
